aX,aY,aZ,gX,gY,gZ,Roll,Pitch
-0.874,0.292,-0.41,-0.305,24.658,9.155,17.724,-53.826
-0.906,0.223,-0.415,-0.183,23.804,13.672,15.925,-58.146
-0.941,0.21,-0.325,-12.024,27.588,9.827,13.872,-62.072
-0.954,0.191,-0.302,-6.287,5.005,-0.244,13.044,-64.984
-0.951,0.165,-0.262,8.545,4.517,0.977,11.232,-67.911
-0.943,0.166,-0.24,1.404,5.493,1.892,10.485,-70.47
-0.949,0.191,-0.247,6.775,0.488,-1.404,10.244,-71.525
-0.936,0.202,-0.248,5.432,-3.235,-2.502,10.486,-71.958
-0.916,0.224,-0.206,9.583,-12.512,-6.714,11.457,-71.911
-0.933,0.256,-0.321,23.987,-15.747,-4.333,12.708,-70.209
-0.871,0.252,-0.312,12.817,-22.156,-8.789,13.768,-68.603
-0.862,0.346,-0.385,14.221,-24.414,-17.517,15.903,-65.525
-0.796,0.354,-0.444,20.935,-23.804,-12.329,17.819,-61.293
-0.714,0.439,-0.466,10.864,-28.992,-20.63,21.017,-56.774
-0.62,0.494,-0.583,9.521,-38.513,-30.884,24.804,-50.26
-0.534,0.581,-0.616,0.916,-33.203,-27.832,28.795,-43.407
-0.419,0.636,-0.625,13.062,-29.541,-29.724,33.595,-36.059
-0.307,0.619,-0.711,19.897,-28.809,-31.25,36.433,-28.631
-0.207,0.733,-0.664,4.456,-27.771,-26.855,40.574,-21.801
-0.079,0.719,-0.719,6.47,-24.78,-23.01,43.002,-14.768
0.006,0.677,-0.698,11.658,-26.55,-26.55,43.919,-8.519
0.182,0.779,-0.749,-6.897,-27.954,-32.471,45.762,-1.393
0.195,0.748,-0.664,8.789,-13.062,-15.442,45.769,4.265
0.285,0.673,-0.619,5.981,-16.785,-17.151,45.692,9.547
0.355,0.704,-0.6,17.09,-15.625,-15.808,45.844,14.538
0.426,0.704,-0.61,8.301,-20.935,-25.208,45.37,18.485
0.518,0.633,-0.513,1.221,-22.339,-32.654,43.839,23.828
0.677,0.644,-0.486,6.714,-19.47,-21.606,42.176,29.607
0.667,0.644,-0.475,-0.671,-13.672,-20.02,40.304,34.313
0.71,0.608,-0.475,-7.629,-7.141,-3.296,38.097,38.842
0.741,0.538,-0.406,-0.916,-6.897,-5.31,36.027,42.471
0.76,0.522,-0.435,-8.362,-10.925,-5.798,34.307,44.532
0.765,0.505,-0.413,4.028,-8.911,-5.676,32.277,46.978
0.784,0.448,-0.373,1.404,-5.005,-4.517,30.216,49.681
