aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.556,-0.238,-1.013,18.860,118.713,-10.864,-10.378,45.127
0.258,-0.070,-1.058,18.555,140.381,-9.766,-8.425,34.469
-0.125,-0.109,-0.903,-10.681,141.479,-11.108,-8.474,20.989
-0.491,-0.167,-0.716,14.771,123.535,-8.362,-8.986,3.035
-0.702,0.133,-0.489,-20.264,83.801,-6.592,-3.655,-18.459
-0.854,-0.124,-0.346,8.789,70.374,-8.240,-4.674,-41.337
-0.920,0.076,-0.266,-51.575,66.467,-2.075,-1.365,-58.490
-0.963,0.052,-0.053,-33.508,7.385,-3.357,2.163,-71.337
-0.996,-0.044,-0.050,8.911,3.174,-3.479,-0.604,-79.144
-0.986,-0.048,-0.142,-3.235,0.916,7.935,0.526,-82.442
-0.949,0.013,-0.039,-2.258,3.784,1.648,-0.400,-85.792
-0.967,-0.085,-0.094,0.610,-2.747,4.578,-2.404,-84.650
-0.973,0.044,-0.115,2.380,-7.629,4.822,-1.119,-84.131
-0.816,0.077,0.152,-12.695,-44.800,22.339,0.762,-88.327
-0.901,-0.028,-0.205,-19.592,-70.740,32.898,0.132,-85.905
-0.708,-0.240,-0.531,-5.737,-84.778,42.725,-2.418,-78.137
-0.529,-0.514,-0.811,3.967,-91.980,32.349,-12.163,-62.131
-0.291,-0.419,-0.870,24.841,-94.116,33.630,-19.302,-42.001
-0.047,-0.506,-0.985,21.484,-96.924,28.564,-25.218,-23.568
0.205,-0.272,-0.886,-8.484,-87.341,25.024,-25.342,-9.541
0.496,-0.322,-0.834,-8.606,-78.552,23.499,-22.923,5.335
0.658,-0.370,-0.828,2.625,-69.458,20.813,-21.310,18.933
0.750,-0.325,-0.696,14.160,-51.880,15.869,-18.429,31.144
0.826,-0.185,-0.572,4.395,-40.527,11.902,-16.703,40.768
0.901,-0.247,-0.460,1.099,-39.673,12.939,-15.564,48.298
0.873,0.042,-0.344,-5.676,-28.992,4.761,-10.290,56.800
0.902,-0.092,-0.358,-11.719,-2.319,0.610,-7.025,62.796
0.919,-0.145,-0.303,7.812,0.549,1.038,-6.486,66.937
0.920,-0.154,-0.333,-0.854,0.977,0.000,-5.167,69.064
0.943,-0.164,-0.337,-1.953,-0.793,0.061,-8.054,68.616
0.932,-0.184,-0.325,-1.160,0.122,0.122,-9.331,68.663
0.952,-0.188,-0.330,2.625,-3.967,0.183,-9.842,68.265
0.949,-0.188,-0.309,3.967,0.977,-0.305,-10.262,68.479

0.876,-0.163,-0.362,-0.488,-4.700,3.113,-10.384,67.844
0.931,-0.142,-0.322,0.916,-1.709,2.197,-9.801,68.132
0.939,-0.163,-0.343,2.625,7.324,1.770,-9.473,68.047
0.951,-0.158,-0.376,15.320,1.404,0.183,-8.997,67.427
0.923,-0.163,-0.399,-10.620,10.254,2.747,-8.877,67.250
0.905,-0.138,-0.447,5.676,17.639,-2.258,-8.772,65.635
0.877,-0.229,-0.623,1.770,42.969,-1.404,-9.545,61.703
0.780,-0.128,-0.761,-4.333,88.318,-5.188,-9.050,56.302
0.649,-0.201,-0.901,-1.465,112.183,-11.230,-9.383,48.725
0.334,-0.236,-1.044,4.150,128.357,-11.108,-10.599,37.660
0.024,-0.109,-1.008,5.798,138.794,-25.391,-9.293,25.342
-0.328,-0.112,-0.805,7.446,132.935,-14.893,-9.784,10.091
-0.648,-0.137,-0.549,12.817,109.314,-12.085,-9.753,-10.140
-0.774,-0.021,-0.330,-10.803,93.140,-6.958,-6.769,-32.433
-0.796,0.052,0.346,-42.603,60.181,-20.264,-4.359,-61.989
-1.005,-0.066,-0.120,5.676,6.531,-3.662,-3.015,-78.183
-0.976,-0.020,-0.116,-18.311,-2.319,-0.854,-0.892,-86.352
-0.961,-0.113,-0.060,8.972,2.014,-2.075,-2.264,-87.608
-0.967,0.043,-0.063,-5.676,-0.793,1.953,-2.283,-84.282
-0.968,-0.086,-0.110,0.305,-1.038,5.310,-2.596,-84.233
-0.999,-0.035,-0.117,1.038,-0.061,-0.122,-2.804,-84.157
-0.991,-0.079,-0.110,3.845,-0.549,0.427,-2.284,-83.752
-0.966,0.021,-0.102,3.479,-2.625,0.671,-2.602,-83.121
-0.990,-0.145,-0.133,5.493,-5.615,11.292,-3.426,-82.510
-0.942,-0.009,-0.002,5.920,-14.343,10.437,-3.113,-84.039
-0.829,-0.045,-0.146,-2.869,-77.698,20.081,-2.729,-83.536
-0.736,-0.209,-0.443,13.062,-107.422,35.034,-6.519,-76.625
-0.406,-0.130,-0.678,27.954,-146.301,45.105,-7.064,-65.465
0.013,-0.032,-0.895,-38.269,-153.259,42.236,-8.126,-41.619
0.347,-0.333,-1.018,-13.367,-116.882,25.024,-12.664,-14.083
0.635,-0.260,-0.870,0.549,-86.548,18.799,-12.135,9.453
0.740,-0.293,-0.787,28.748,-71.533,6.897,-13.016,25.213
0.855,-0.196,-0.585,-7.446,-53.223,13.123,-14.582,36.888
0.922,-0.324,-0.498,14.404,-50.293,10.010,-14.395,46.977
